ori_id,name,descriptions,aliases,name_zh,descriptions_zh,aliases_zh,:LABEL
Q212056,Mongolian People's Republic,1924–1992 republic in Northeastern Asia,Socialist Mongolia,蒙古人民共和国,None,蒙古人民共和國,Communism
Q7303881,Red China Blues: My Long March from Mao to Now,book by Jan Wong,None,None,None,None,Communism
Q6186,Communism,socialist political movement and ideology,None,共產主義,None,None,Communism
