from_id,to_id,relationship
Q212056,Q48,P30
Q212056,Q23430,P36
Q212056,Q2657718,P1343
Q212056,Q842112,P122
Q212056,Q3024240,P31
Q212056,Q271864,P85
Q212056,Q193718,P237
Q212056,Q6916198,P910
Q212056,Q748,P140
Q212056,Q2475921,P155
Q212056,Q165552,P163
Q212056,Q6985,P421
Q212056,Q9246,P37
Q212056,Q183435,P38
Q212056,Q148,P47
Q7303881,Q2609948,P123
Q7303881,Q710973,P50
Q7303881,Q571,P31
Q7303881,Q6186,P136
Q7303881,Q16,P495
Q7303881,Q1860,P407
Q6186,Q19180675,P1343
Q6186,Q8419000,P1151
Q6186,Q182121,P461
Q6186,Q212056,include
Q6186,Q7303881,include
Q6186,Q5460604,P5008
Q6186,Q7216548,P910
Q6186,Q1641112,P31
Q7761035,Q571,P31
Q7761035,Q213051,P136
Q7761035,Q686984,P921
Q7761035,Q4758883,P50
Q7761035,Q16,P495
Q7761035,Q6800322,P123
Q15197384,Q1753814,P710
Q15197384,Q6784016,P31
Q15197384,Q918544,P361
Q15197384,Q7102151,P276
Q13410316,Q206900,P131
Q13410316,Q43,P17
Q13410316,Q273120,P31
Q13410316,Q15292046,P910
Q15088065,Q686984,P301
Q15088065,Q4167836,P31
Q124757,Q83267,P279
Q124757,Q602358,P1343
Q124757,Q8663474,P910
Q46999835,Q794,P17
Q46999835,Q794,P276
Q46999835,Q47009593,P710
Q46999835,Q686984,P31
Q46999835,Q47010405,P910
Q17560945,Q17501769,P1478
Q17560945,Q686984,P31
Q17560945,Q954855,P276
Q24553356,Q2736,P641
Q24553356,Q686984,P31
Q24553356,Q189571,P1269
Q24553356,Q142,P17
Q4872850,Q949318,P710
Q4872850,Q6784016,P31
Q4872850,Q1407488,P361
Q4872850,Q39671,P276
Q25820506,Q686984,P31
Q25820506,Q1180,P131
Q25820506,Q1413732,P361
Q25820506,Q668,P17
Q15224558,Q16918333,P361
Q15224558,Q212,P17
Q15224558,Q212,P276
Q15224558,Q175331,P31
Q15224558,Q15262078,P910
Q15243731,Q869,P17
Q15243731,Q273120,P31
Q15243731,Q869,P276
Q274365,Q686984,P31
Q274365,Q836,P17
Q22673238,Q686984,P31
Q22673238,Q148,P17
Q22673238,Q1207691,P276
Q3028678,Q5431887,P828
Q3028678,Q580631,P276
Q3028678,Q174193,P17
Q3028678,Q686984,P31
Q15871713,Q15860072,P361
Q15871713,Q2641546,P276
Q15871713,Q936105,P710
Q15871713,Q15920546,P1542
Q15871713,Q687031,P31
Q15871713,Q16335049,P910
Q886691,Q686984,P31
Q886691,Q64,P276
Q886691,Q183,P17
Q29489,Q686984,P31
Q29489,Q843,P276
Q15733401,Q15224558,P361
Q15733401,Q212,P17
Q15733401,Q10931,P31
Q15733401,Q15833607,P156
Q15733401,Q863759,P276
Q24259918,Q1342,P276
Q24259918,Q1400,P131
Q24259918,Q30,P17
Q24259918,Q327541,P31
Q2296469,Q1464033,P276
Q2296469,Q55,P17
Q2296469,Q686984,P31
Q51139646,Q801,P710
Q51139646,Q151622,P361
Q51139646,Q15631336,P31
Q51139646,Q39760,P276
Q51139646,Q514433,P828
Q686984,Q7897387,P279
Q686984,Q7761035,include
Q686984,Q15197384,include
Q686984,Q13410316,include
Q686984,Q2744398,include
Q686984,Q15088065,include
Q686984,Q124757,include
Q686984,Q46999835,include
Q686984,Q4284250,include
Q686984,Q17560945,include
Q686984,Q24553356,include
Q686984,Q4872850,include
Q686984,Q25820506,include
Q686984,Q15224558,include
Q686984,Q15243731,include
Q686984,Q274365,include
Q686984,Q22673238,include
Q686984,Q3028678,include
Q686984,Q15871713,include
Q686984,Q886691,include
Q686984,Q29489,include
Q686984,Q15733401,include
Q686984,Q24259918,include
Q686984,Q55394813,include
Q686984,Q2296469,include
Q686984,Q25490552,include
Q686984,Q51139646,include
Q686984,Q15088065,P910
Q82360,Q719,P19
Q82360,Q7160624,P26
Q82360,Q47164,P20
Q82360,Q12078,P509
Q82360,Q13627772,P734
Q82360,Q6581097,P21
Q82360,Q5,P31
Q82360,Q1436734,P136
Q82360,Q1358639,P119
Q82360,Q10800557,P106
Q82360,Q30,P27
Q82360,Q55325639,P910
Q82360,Q3739104,P1196
Q82360,Q4927937,P735
Q310229,Q83267,P279
Q310229,Q2135465,P31
Q310229,Q8758033,P910
Q310229,Q674827,P92
Q37657301,Q15663095,P971
Q37657301,Q4167836,P31
Q8427497,Q4167836,P31
Q8427497,Q1028,P971
Q8427589,Q4167836,P31
Q8427589,Q334,P971
Q8427589,Q5185378,P301
Q6911318,Q4167836,P31
Q6911318,Q796,P971
Q6396026,Q5185395,P301
Q6396026,Q754,P971
Q6396026,Q4167836,P31
Q13562077,Q17486466,P161
Q13562077,Q28980118,P3834
Q13562077,Q465754,P86
Q13562077,Q16,P17
Q13562077,Q28732987,P3650
Q13562077,Q2517993,P57
Q13562077,Q15069859,P162
Q13562077,Q27915575,P3402
Q13562077,Q22006653,P462
Q13562077,Q1097348,P750
Q13562077,Q60,P840
Q13562077,Q27253947,P3306
Q13562077,Q60,P915
Q13562077,Q21571489,P2363
Q13562077,Q20644796,P1981
Q13562077,Q21062414,P2061
Q13562077,Q1860,P364
Q13562077,Q11424,P31
Q13562077,Q971721,P1040
Q13562077,Q83267,P136
Q13562077,Q311744,P58
Q13562077,Q7731060,P1889
Q13562077,Q953040,P272
Q13562077,Q45172088,P1552
Q13562077,Q30,P495
Q3686324,Q83267,P279
Q3686324,Q38,P1001
Q3686324,Q49371,P31
Q7654058,Q83267,P279
Q1975478,Q83267,P279
Q5172452,Q8419300,P910
Q5172452,Q83267,P279
Q8989733,Q3002617,P301
Q8989733,Q4167836,P31
Q8989733,Q142,P971
Q8427371,Q4167836,P31
Q8427371,Q21,P971
Q8427620,Q5185389,P301
Q8427620,Q1509,P971
Q8427620,Q4167836,P31
Q29142,Q83267,P279
Q27149893,Q16726271,P971
Q27149893,Q4167836,P31
Q29639124,Q83267,P31
Q13258647,Q83267,P971
Q13258647,Q4167836,P31
Q15056789,Q2927074,P31
Q15056789,Q83267,P279
Q27031407,Q83267,P31
Q27031407,Q103062,P276
Q1040751,Q83267,P279
Q1040751,Q206735,P1889
Q1040751,Q28796263,P1269
Q26251210,Q19249499,P971
Q26251210,Q4167836,P31
Q27149887,Q16726270,P971
Q27149887,Q4167836,P31
Q29871236,Q23994850,P971
Q29871236,Q4167836,P31
Q8427509,Q4167836,P31
Q8427509,Q1408,P971
Q8427509,Q5185347,P301
Q8427542,Q4167836,P31
Q8427542,Q1397,P971
Q8427542,Q5185359,P301
Q8427662,Q83267,P971
Q8427662,Q4167836,P31
Q6213295,Q4167836,P31
Q6213295,Q884,P971
Q6213295,Q16241302,P301
Q7025500,Q4167836,P31
Q7025500,Q3960,P971
Q7025500,Q4377519,P301
Q1636948,Q571,P31
Q1636948,Q208505,P136
Q1636948,Q83267,P921
Q1636948,Q1860,P407
Q1636948,Q856014,P50
Q1636948,Q1145208,P155
Q1636948,Q3497683,P156
Q1636948,Q84,P840
Q1636948,Q145,P495
Q1636948,Q2108217,P123
Q3020505,Q571,P31
Q3020505,Q342778,P161
Q3020505,Q83267,P136
Q3020505,Q6265379,P50
Q3020505,Q1860,P407
Q3020505,Q945579,P57
Q3020505,Q30,P495
Q11707040,Q4167836,P31
Q11707040,Q1439,P971
Q11707040,Q5185390,P301
Q16988817,Q544394,P279
Q16988817,Q83267,P31
Q16988817,Q30,P17
Q6478924,Q83267,P301
Q6478924,Q4167836,P31
Q8427277,Q4167836,P31
Q8427277,Q48,P971
Q8427293,Q4167836,P31
Q8427293,Q750,P971
Q8427293,Q19869430,P301
Q8427299,Q1974,P971
Q8427299,Q4167836,P31
Q8427660,Q5185411,P301
Q8427660,Q954,P971
Q8427660,Q4167836,P31
Q7999577,Q265,P971
Q7999577,Q4167836,P31
Q5088947,Q83267,P279
Q43442,Q1315426,P460
Q43442,Q18601765,P910
Q43442,Q83267,P279
Q43442,Q674827,P92
Q46952,Q4430243,P279
Q46952,Q83267,P1542
Q46952,Q8934114,P910
Q8427375,Q4167836,P31
Q8427375,Q812,P971
Q8427375,Q5185297,P301
Q8427440,Q5185321,P301
Q8427440,Q1246,P971
Q8427440,Q4167836,P31
Q8427643,Q5185405,P301
Q8427643,Q61,P971
Q8427643,Q4167836,P31
Q8427651,Q5185407,P301
Q8427651,Q1371,P971
Q8427651,Q4167836,P31
Q17106712,Q6581097,P21
Q17106712,Q5,P31
Q17106712,Q37500280,P734
Q17106712,Q20,P27
Q17106712,Q7461628,P735
Q17106712,Q9043,P1412
Q17106712,Q83267,P106
Q11707065,Q5185264,P301
Q11707065,Q816,P971
Q11707065,Q4167836,P31
Q28055289,Q83267,P31
Q30617199,Q2159002,P971
Q30617199,Q4167836,P31
Q29901404,Q83267,P971
Q29901404,Q4167836,P31
Q30816530,Q30,P971
Q30816530,Q4167836,P31
Q2571535,Q10176894,P910
Q2571535,Q83267,P279
Q2571535,Q19180675,P1343
Q3002617,Q8989733,P910
Q3002617,Q18214940,P279
Q5572964,Q994144,P276
Q5572964,Q83267,P31
Q5168150,Q83267,P136
Q5168150,Q1860,P407
Q5168150,Q7175966,P50
Q5168150,Q571,P31
Q5168150,Q30,P495
Q5168150,Q1708210,P123
Q29901424,Q83267,P971
Q29901424,Q4167836,P31
Q30745081,Q48,P971
Q30745081,Q4167836,P31
Q20929650,Q1202,P971
Q20929650,Q4167836,P31
Q5260820,Q83267,P279
Q4796599,Q327541,P279
Q4796599,Q83267,P31
Q4796599,Q145,P17
Q525302,Q83267,P279
Q525302,Q674827,P92
Q382265,Q159904,P1478
Q382265,Q83267,P279
Q7733703,Q571,P31
Q7733703,Q6585139,P136
Q7733703,Q1860,P407
Q7733703,Q232260,P50
Q7733703,Q145,P495
Q7733703,Q520387,P123
Q7918620,Q9687,P828
Q7918620,Q83267,P279
Q7918620,Q9687,P1889
Q7999539,Q4167836,P31
Q7999539,Q924,P971
Q8427534,Q5185355,P301
Q8427534,Q1207,P971
Q8427534,Q4167836,P31
Q8427544,Q4167836,P31
Q8427544,Q1649,P971
Q8427544,Q5185360,P301
Q19961524,Q5398426,P31
Q19961524,Q873810,P161
Q19961524,Q182015,P136
Q19961524,Q11259368,P58
Q19961524,Q864910,P272
Q19961524,Q864910,P449
Q19961524,Q1834,P144
Q19961524,Q17,P1408
Q19961524,Q17,P495
Q19961524,Q5287,P364
Q6434279,Q3306146,P301
Q6434279,Q4167836,P31
Q6434279,Q668,P971
Q19670376,Q83267,P31
Q28399653,Q6087526,P971
Q28399653,Q4167836,P31
Q24207740,Q5185394,P301
Q24207740,Q907112,P971
Q24207740,Q4167836,P31
Q554774,Q481609,P279
Q554774,Q1138524,P1343
Q554774,Q2630,P1687
Q554774,Q83267,P31
Q459409,Q83267,P279
Q459409,Q8506114,P910
Q8427267,Q781,P971
Q8427267,Q4167836,P31
Q8427310,Q4167836,P31
Q8427310,Q99,P971
Q8427310,Q5185280,P301
Q8427324,Q5187,P971
Q8427324,Q4167836,P31
Q8427484,Q5185330,P301
Q8427484,Q1025,P971
Q8427484,Q4167836,P31
Q8427762,Q5185422,P301
Q8427762,Q4167836,P31
Q8427762,Q83267,P971
Q3567756,Q10648343,P31
Q3567756,Q30,P17
Q3567756,Q23837673,P527
Q3567756,Q7976,P1412
Q3567756,Q83267,P136
Q7166279,Q4167836,P31
Q7166279,Q230,P971
Q5185608,Q544394,P279
Q5185608,Q83267,P31
Q1371150,Q192620,P710
Q1371150,Q83267,P279
Q1371150,Q23036198,P461
Q1371150,Q674827,P92
Q1162210,Q720370,P170
Q1162210,Q3066641,P1441
Q1162210,Q6581097,P21
Q1162210,Q15632617,P31
Q1162210,Q83267,P101
Q1162210,Q10156402,P910
Q17142966,Q1064904,P279
Q30876558,Q48,P971
Q30876558,Q4167836,P31
Q10787922,Q83267,P31
Q20741956,Q6581097,P21
Q20741956,Q5,P31
Q20741956,Q21496409,P734
Q20741956,Q414,P27
Q20741956,Q20950103,P40
Q20741956,Q931425,P735
Q20741956,Q188094,P106
Q37658286,Q30,P971
Q37658286,Q4167836,P31
Q1165508,Q35064,P170
Q1165508,Q571,P31
Q1165508,Q208505,P136
Q1165508,Q83267,P921
Q1165508,Q1860,P407
Q1165508,Q35064,P50
Q1165508,Q2605087,P155
Q1165508,Q588531,P156
Q1165508,Q145,P495
Q1165508,Q5147368,P123
Q857984,Q83267,P279
Q857984,Q7023056,P910
Q857984,Q10501402,P460
Q8427330,Q83267,P971
Q8427330,Q4167836,P31
Q8427464,Q5185326,P301
Q8427464,Q1588,P971
Q8427464,Q4167836,P31
Q8427543,Q4167836,P31
Q8427543,Q423,P971
Q8427543,Q17002011,P301
Q27149884,Q15985236,P971
Q27149884,Q4167836,P31
Q21129531,Q25034247,P910
Q21129531,Q83267,P279
Q6937901,Q6581097,P21
Q6937901,Q83267,P31
Q7999214,Q4167836,P31
Q7999214,Q227,P971
Q7999368,Q4167836,P31
Q7999368,Q232,P971
Q7999368,Q4377517,P301
Q15749112,Q1860,P407
Q15749112,Q5633421,P31
Q15749112,Q44554,P921
Q15749112,Q7896496,P123
Q30871808,Q46,P971
Q30871808,Q4167836,P31
Q7999327,Q4167836,P31
Q7999327,Q79,P971
Q7999327,Q5185294,P301
Q8427599,Q5185382,P301
Q8427599,Q1211,P971
Q8427599,Q4167836,P31
Q6938035,Q18419,P276
Q6938035,Q83267,P31
Q6938035,Q20273345,P1889
Q4922149,Q83267,P31
Q4922149,Q544394,P279
Q4922149,Q148,P17
Q6452087,Q83267,P279
Q6452087,Q2041543,P1343
Q6452087,Q8432380,P910
Q6452087,Q674827,P92
Q6315498,Q83267,P279
Q30617156,Q83267,P971
Q30617156,Q4167836,P31
Q29530727,Q46,P971
Q29530727,Q4167836,P31
Q30110920,Q30,P971
Q30110920,Q4167836,P31
Q8427391,Q769,P971
Q8427391,Q4167836,P31
Q8427475,Q5185325,P301
Q8427475,Q724,P971
Q8427475,Q4167836,P31
Q8427639,Q3002651,P301
Q8427639,Q237,P971
Q8427639,Q4167836,P31
Q7999494,Q4167836,P31
Q7999494,Q83267,P971
Q7092638,Q571,P31
Q7092638,Q8261,P136
Q7092638,Q1860,P407
Q7092638,Q180328,P50
Q7092638,Q7062337,P155
Q7092638,Q145,P495
Q6708492,Q83267,P31
Q6585139,Q83267,P921
Q6585139,Q8253,P279
Q6585139,Q483394,P31
Q6585139,Q8803649,P910
Q6834964,Q6581097,P21
Q6834964,Q23154,P19
Q6834964,Q5,P31
Q6834964,Q157443,P136
Q6834964,Q7042855,P106
Q6834964,Q145,P27
Q6834964,Q655874,P20
Q6834964,Q4927524,P735
Q15246325,Q1000,P971
Q15246325,Q4167836,P31
Q11707539,Q5185381,P301
Q11707539,Q1456,P971
Q11707539,Q4167836,P31
Q40099435,Q6581097,P21
Q40099435,Q15711870,P31
Q40099435,Q2367101,P1884
Q40099435,Q20018329,P361
Q40099435,Q16538,P1441
Q40099435,Q83267,P106
Q40099435,Q44414,P175
Q27940459,Q19249578,P971
Q27940459,Q4167836,P31
Q27940461,Q19249617,P971
Q27940461,Q4167836,P31
Q30617183,Q15710325,P971
Q30617183,Q4167836,P31
Q17152709,Q83267,P279
Q132821,Q3882220,P1889
Q132821,Q4086271,P1343
Q132821,Q83267,P279
Q132821,Q4818169,P2670
Q132821,Q6922908,P910
Q132821,Q674827,P92
Q1714218,Q83267,P31
Q1714218,Q8607766,P910
Q1714218,Q1134057,P279
Q1714218,Q869,P1001
Q5185428,Q83267,P279
Q708562,Q83267,P31
Q708562,Q24962887,P279
Q181784,Q602358,P1343
Q181784,Q601401,P279
Q181784,Q2986234,P1889
Q181784,Q7011990,P910
Q181784,Q674827,P92
Q57778235,Q3625599,P279
Q57778235,Q83267,P31
Q751722,Q240126,P279
Q751722,Q83267,P31
Q751722,Q8733981,P910
Q751722,Q674827,P92
Q8427283,Q244,P971
Q8427283,Q4167836,P31
Q8427367,Q986,P971
Q8427367,Q4167836,P31
Q8427495,Q5185339,P301
Q8427495,Q1212,P971
Q8427495,Q4167836,P31
Q8427576,Q5185376,P301
Q8427576,Q760,P971
Q8427576,Q4167836,P31
Q8427577,Q757,P971
Q8427577,Q4167836,P31
Q37658121,Q46,P971
Q37658121,Q4167836,P31
Q26941675,Q19249552,P971
Q26941675,Q4167836,P31
Q8427257,Q5185262,P301
Q8427257,Q797,P971
Q8427257,Q4167836,P31
Q8427541,Q1952,P971
Q8427541,Q4167836,P31
Q8427553,Q695,P971
Q8427553,Q4167836,P31
Q7999397,Q83267,P971
Q7999397,Q4167836,P31
Q9686818,Q4167836,P31
Q9686818,Q18097,P971
Q7252540,Q83267,P31
Q7252540,Q30,P17
Q11707045,Q5185319,P301
Q11707045,Q1603,P971
Q11707045,Q4167836,P31
Q30617182,Q7131335,P971
Q30617182,Q4167836,P31
Q8392,Q602358,P1343
Q8392,Q9418,P1995
Q8392,Q178059,P279
Q8392,Q83267,P31
Q8392,Q7931880,P910
Q8427642,Q35555,P971
Q8427642,Q4167836,P31
Q8427677,Q35672,P971
Q8427677,Q4167836,P31
Q8989477,Q4167836,P31
Q8989477,Q83267,P971
Q8989477,Q5185268,P301
Q13258638,Q4167836,P31
Q13258638,Q730,P971
Q13258638,Q25052104,P301
Q7999322,Q83267,P971
Q7999322,Q4167836,P31
Q42866695,Q83267,P31
Q56105443,Q83267,P31
Q2026760,Q83267,P279
Q7283,Q5460604,P5008
Q7283,Q909459,P461
Q7283,Q2041543,P1343
Q7283,Q6818454,P1424
Q7283,Q83267,P279
Q7283,Q11215268,P1151
Q7283,Q7011213,P910
Q24327443,Q29142,P279
Q26220729,Q19249151,P971
Q26220729,Q4167836,P31
Q26257517,Q16726267,P971
Q26257517,Q4167836,P31
Q43414,Q83267,P279
Q43414,Q6613331,P910
Q8427411,Q5185311,P301
Q8427411,Q1221,P971
Q8427411,Q4167836,P31
Q8427480,Q4167836,P31
Q8427480,Q1391,P971
Q8427480,Q5185328,P301
Q8427502,Q5185342,P301
Q8427502,Q697,P971
Q8427502,Q4167836,P31
Q8427575,Q763,P971
Q8427575,Q4167836,P31
Q8427621,Q4167836,P31
Q8427621,Q83267,P971
Q8427621,Q5185386,P301
Q7023131,Q6581097,P21
Q7023131,Q1854,P19
Q7023131,Q5,P31
Q7023131,Q83267,P136
Q7023131,Q2225,P106
Q7075799,Q83267,P279
Q21000630,Q1371586,P2283
Q21000630,Q29098445,P361
Q21000630,Q29098445,P179
Q21000630,Q13780930,P276
Q21000630,Q21002457,P61
Q21000630,Q174174,P921
Q21000630,Q380238,P710
Q21000630,Q131123,P1542
Q21000630,Q83267,P31
Q386899,Q83267,P279
Q329821,Q160128,P279
Q329821,Q2041543,P1343
Q329821,Q674827,P92
Q1259959,Q83267,P279
Q6213325,Q4167836,P31
Q6213325,Q948,P971
Q5153559,Q30216,P361
Q5153559,Q83267,P279
Q5185167,Q182415,P136
Q5185167,Q842782,P921
Q5185167,Q1860,P407
Q5185167,Q30,P495
Q5185167,Q5398426,P31
Q30616963,Q46,P971
Q30616963,Q4167836,P31
Q30617189,Q3038746,P971
Q30617189,Q4167836,P31
Q18786600,Q571,P31
Q18786600,Q8261,P136
Q18786600,Q83267,P921
Q18786600,Q856014,P50
Q18786600,Q3497683,P155
Q18786600,Q145,P495
Q18786600,Q2108217,P123
Q29888559,Q30,P971
Q29888559,Q4167836,P31
Q25174971,Q83267,P31
Q25174971,Q85,P276
Q25174971,Q22703640,P533
Q25174971,Q79,P17
Q598041,Q83267,P279
Q598041,Q7949686,P910
Q559225,Q83267,P31
Q559225,Q29,P17
Q513696,Q571,P31
Q513696,Q208505,P136
Q513696,Q1860,P407
Q513696,Q358188,P50
Q513696,Q685674,P155
Q513696,Q958939,P156
Q513696,Q30,P495
Q513696,Q1756332,P123
Q163942,Q83267,P279
Q163942,Q21264364,P910
Q5296225,Q571,P31
Q5296225,Q8261,P136
Q5296225,Q83267,P921
Q5296225,Q1860,P407
Q5296225,Q20873769,P50
Q5296225,Q65,P840
Q5296225,Q22,P495
Q5296225,Q4916556,P123
Q20810821,Q503923,P276
Q20810821,Q83267,P31
Q30617174,Q12580521,P971
Q30617174,Q4167836,P31
Q24702442,Q6422240,P527
Q24702442,Q83267,P279
Q24702442,Q1156248,P1001
Q54868577,Q565894,P179
Q54868577,Q77772,P371
Q54868577,Q54666646,P4908
Q54868577,Q21191270,P31
Q54868577,Q54868935,P156
Q54868577,Q10536146,P921
Q54868577,Q54868477,P155
Q54868577,Q54868674,P5030
Q8427412,Q4167836,P31
Q8427412,Q1204,P971
Q8427412,Q5185312,P301
Q8427493,Q711,P971
Q8427493,Q4167836,P31
Q8427578,Q683,P971
Q8427578,Q4167836,P31
Q8427655,Q5185409,P301
Q8427655,Q1537,P971
Q8427655,Q4167836,P31
Q10883616,Q4167836,P31
Q10883616,Q783,P971
Q10883616,Q16629835,P301
Q10088684,Q5185348,P301
Q10088684,Q1522,P971
Q10088684,Q4167836,P31
Q1055332,Q7155242,P161
Q1055332,Q658614,P86
Q1055332,Q56094,P57
Q1055332,Q3115838,P162
Q1055332,Q117425,P1877
Q1055332,Q22006653,P462
Q1055332,Q126399,P750
Q1055332,Q940271,P2554
Q1055332,Q918531,P344
Q1055332,Q1215312,P144
Q1055332,Q1860,P364
Q1055332,Q20644796,P1981
Q1055332,Q21062414,P2061
Q1055332,Q11424,P31
Q1055332,Q565344,P1040
Q1055332,Q52162262,P136
Q1055332,Q117425,P58
Q1055332,Q721658,P1889
Q1055332,Q467348,P272
Q1055332,Q45172088,P1552
Q1055332,Q30,P495
Q3496097,Q8427717,P910
Q3496097,Q83267,P279
Q5331161,Q571,P31
Q5331161,Q83267,P136
Q5331161,Q1860,P407
Q5331161,Q13562954,P50
Q5331161,Q5270470,P123
Q4696786,Q83267,P31
Q56239871,Q83267,P31
Q56239871,Q494348,P279
Q8464151,Q83267,P31
Q8464151,Q29,P17
Q8464151,Q54888,P131
Q8427457,Q347,P971
Q8427457,Q4167836,P31
Q8427668,Q5185415,P301
Q8427668,Q83267,P971
Q8427668,Q4167836,P31
Q6213289,Q4167836,P31
Q6213289,Q965,P971
Q25391961,Q328468,P279
Q25391961,Q83267,P31
Q25391961,Q7318,P797
Q29004283,Q23994849,P971
Q29004283,Q4167836,P31
Q32920644,Q83267,P279
Q32920644,Q145,P1001
Q8427272,Q5185265,P301
Q8427272,Q1612,P971
Q8427272,Q4167836,P31
Q8427487,Q4167836,P31
Q8427487,Q1166,P971
Q8427487,Q5185334,P301
Q7739970,Q571,P31
Q7739970,Q8261,P136
Q7739970,Q1860,P407
Q7739970,Q7087584,P50
Q7739970,Q145,P495
Q7739970,Q3277534,P123
Q7177951,Q4167836,P31
Q7177951,Q83267,P971
Q4774279,Q544394,P279
Q4774279,Q83267,P31
Q4774279,Q15180,P17
Q4676786,Q83267,P279
Q4676786,Q3882219,P1889
Q4676786,Q19727767,P92
Q7999414,Q4167836,P31
Q7999414,Q836,P971
Q7999414,Q17064444,P301
Q8427546,Q5185362,P301
Q8427546,Q842,P971
Q8427546,Q4167836,P31
Q8427572,Q217169,P971
Q8427572,Q4167836,P31
Q8427678,Q27,P971
Q8427678,Q4167836,P31
Q8427682,Q5185421,P301
Q8427682,Q83267,P971
Q8427682,Q4167836,P31
Q6213300,Q4167836,P31
Q6213300,Q22,P971
Q11703939,Q83267,P279
Q47454119,Q15851087,P533
Q47454119,Q83267,P31
Q51844746,Q7366,P31
Q51844746,Q45981,P136
Q51844746,Q83267,P921
Q51844746,Q1860,P407
Q51844746,Q317272,P86
Q51844746,Q1199246,P361
Q51844746,Q1334295,P676
Q51844746,Q56648513,P175
Q29351545,Q48,P971
Q29351545,Q4167836,P31
Q28225870,Q5398426,P31
Q28225870,Q20974022,P161
Q28225870,Q83267,P136
Q28225870,Q907311,P449
Q28225870,Q13553889,P144
Q28225870,Q1860,P364
Q28225870,Q2814799,P750
Q28225870,Q30,P495
Q3497683,Q571,P31
Q3497683,Q208505,P136
Q3497683,Q18786600,P156
Q3497683,Q83267,P921
Q3497683,Q1860,P407
Q3497683,Q856014,P50
Q3497683,Q1636948,P155
Q3497683,Q145,P495
Q3497683,Q2108217,P123
Q5188260,Q2832931,P179
Q5188260,Q571,P31
Q5188260,Q9503,P136
Q5188260,Q4716867,P156
Q5188260,Q1860,P407
Q5188260,Q311671,P50
Q5188260,Q5299688,P155
Q5188260,Q30,P495
Q5188260,Q552959,P123
Q471215,Q3141,P19
Q471215,Q56037504,P734
Q471215,Q1057890,P69
Q471215,Q13235160,P106
Q471215,Q1860,P1412
Q471215,Q6581097,P21
Q471215,Q5,P31
Q471215,Q83267,P136
Q471215,Q408,P27
Q471215,Q19826491,P735
Q34284,Q83267,P279
Q34284,Q2657718,P1343
Q34284,Q8302598,P910
Q200481,Q83267,P279
Q200481,Q2041543,P1343
Q200481,Q8285826,P910
Q902956,Q6911349,P910
Q902956,Q83267,P279
Q902956,Q17,P17
Q8989741,Q4167836,P31
Q8989741,Q20,P971
Q8989741,Q5185357,P301
Q8427344,Q5185291,P301
Q8427344,Q1393,P971
Q8427344,Q4167836,P31
Q8427439,Q710,P971
Q8427439,Q4167836,P31
Q8427664,Q83267,P971
Q8427664,Q4167836,P31
Q10901358,Q83267,P279
Q5185377,Q9476901,P910
Q5185377,Q83267,P279
Q5185377,Q403,P17
Q5185422,Q8427762,P910
Q5185422,Q83267,P279
Q5185422,Q145,P17
Q29351550,Q46,P971
Q29351550,Q4167836,P31
Q30603391,Q11424,P31
Q30603391,Q7586409,P161
Q30603391,Q21932445,P1040
Q30603391,Q83267,P136
Q30603391,Q19665749,P344
Q30603391,Q7929258,P58
Q30603391,Q7929258,P57
Q30603391,Q7387941,P162
Q30603391,Q22006653,P462
Q30603391,Q7387941,P750
Q30603391,Q7387939,P86
Q30603391,Q668,P495
Q30603391,Q5885,P364
Q30871873,Q46,P971
Q30871873,Q4167836,P31
Q30871796,Q48,P971
Q30871796,Q4167836,P31
Q30617175,Q7131137,P971
Q30617175,Q4167836,P31
Q51297522,Q3882220,P279
Q51297522,Q83267,P31
Q301370,Q83267,P279
Q301370,Q856681,P1889
Q45382,Q602358,P1343
Q45382,Q83267,P279
Q45382,Q6931409,P910
Q6213328,Q4167836,P31
Q6213328,Q822,P971
Q2655747,Q49029021,P279
Q2655747,Q8428008,P910
Q3228578,Q11424,P31
Q3228578,Q3554305,P161
Q3228578,Q1788980,P136
Q3228578,Q83267,P921
Q3228578,Q3169806,P58
Q3228578,Q3169806,P57
Q3228578,Q2847659,P162
Q3228578,Q1860,P364
Q3228578,Q142,P495
Q1456832,Q83267,P1382
Q1456832,Q24962887,P279
Q1456832,Q83267,P1889
Q1456832,Q92,P1963
Q1456832,Q9246275,P910
Q8125161,Q4167836,P31
Q8125161,Q83267,P4224
Q8427489,Q5185336,P301
Q8427489,Q1494,P971
Q8427489,Q4167836,P31
Q8427640,Q5185402,P301
Q8427640,Q16551,P971
Q8427640,Q4167836,P31
Q4658137,Q571,P31
Q4658137,Q8261,P136
Q4658137,Q1860,P407
Q4658137,Q6205457,P50
Q4658137,Q145,P495
Q4658137,Q898097,P123
Q7025611,Q31057,P971
Q7025611,Q4167836,P31
Q7062337,Q571,P31
Q7062337,Q5177526,P155
Q7062337,Q186424,P136
Q7062337,Q7092638,P156
Q7062337,Q214126,P921
Q7062337,Q1860,P407
Q7062337,Q180328,P50
Q7062337,Q65,P840
Q7062337,Q145,P495
Q7062337,Q552959,P123
Q6937918,Q83267,P31
Q7999664,Q4167836,P31
Q7999664,Q233,P971
Q9127069,Q4167836,P31
Q9127069,Q22502,P971
Q9127069,Q24578022,P301
Q1134057,Q83267,P279
Q1134057,Q2041543,P1343
Q36033687,Q23994854,P971
Q36033687,Q4167836,P31
