from_id,to_id,relationship
Q2736887,Q11424,P31
Q582165,Q264059,P155
Q582165,Q20716,P176
Q582165,Q19723451,P31
Q384864,Q5372,P641
Q384864,Q30,P17
Q384864,Q623109,P31
Q384864,Q8870447,P910
Q42356553,Q3501317,P106
Q42356553,Q30,P27
Q42356553,Q42357059,P358
Q42356553,Q18424,P19
Q42356553,Q41548659,P166
Q42356553,Q6581072,P21
Q42356553,Q186506,P412
Q42356553,Q205049,P136
Q42356553,Q5,P31
Q42356553,Q31900046,P737
Q42356553,Q42356804,P264
Q30944528,Q7366,P31
U616,Q148,related
U616,Q1847499,related
U616,Q13189369,related
U616,Q52537407,related
U616,Q3236990,related
U616,Q29520,related
U616,Q3238359,related
U616,Q854418,related
U616,Q2736887,related
U616,Q15735393,related
U616,Q582165,related
U616,Q384864,related
U616,Q42356553,related
U616,Q30944528,related
Q34800,Q6985,P421
Q34800,Q43512,P610
Q34800,Q18668252,P1464
Q34800,Q7927724,P1792
Q34800,Q148,P131
Q34800,Q7032899,P910
Q34800,Q148,P17
Q34800,Q16959,P36
Q34800,Q678259,P1343
Q34800,Q787317,P150
Q34800,Q27966134,P2959
Q34800,Q194098,P47
Q34800,Q50918695,P1465
Q34800,Q57362,P31
Q1900205,Q4167410,P31
U617,Q34800,related
U617,Q1900205,related
Q16959,Q25475,P190
Q16959,Q17017121,P6
Q16959,Q28037835,P421
Q16959,Q335040,P150
Q16959,Q284027,P361
Q16959,Q8076848,P1464
Q16959,Q18667678,P1465
Q16959,Q6547913,P1792
Q16959,Q34800,P131
Q16959,Q8908235,P910
Q16959,Q34800,P1376
Q16959,Q148,P17
Q16959,Q748149,P31
U618,Q16959,related
Q216622,Q6906,P421
Q216622,Q48,P30
Q216622,Q237901,P974
Q216622,Q2657718,P1343
Q216622,Q863,P17
Q216622,Q19602601,P31
U619,Q216622,related
U619,Q24834652,related
Q13766626,Q16893072,P2094
Q13766626,Q847,P641
Q13766626,Q46190676,P31
Q13766626,Q13973207,P361
Q578328,Q8321,P206
Q578328,Q8719500,P910
Q578328,Q28920719,P1792
Q578328,Q1204,P131
Q578328,Q494560,P1376
Q578328,Q1093829,P31
Q578328,Q30,P17
Q578328,Q113079,P1382
Q578328,Q55936517,P1464
Q147138,Q2179,P196
Q147138,Q147115,P155
Q147138,Q956,P138
Q147138,Q714352,P61
Q147138,Q147141,P156
Q147138,Q3863,P31
Q147138,Q714352,P65
Q1305924,Q4167410,P31
Q121702,Q956,P131
Q121702,Q956,P276
Q121702,Q8982264,P910
Q121702,Q954772,P527
Q121702,Q847,P641
Q121702,Q1330871,P765
Q121702,Q13219666,P279
Q121702,Q148,P17
Q956,Q10902215,P208
Q956,Q3370201,P6
Q956,Q10870769,P610
Q956,Q6483370,P1792
Q956,Q5535122,P2633
Q956,Q7132800,P910
Q956,Q56271505,P1376
Q956,Q19180675,P1343
Q956,Q1490,P190
Q956,Q6428557,P1424
Q956,Q596545,P150
Q956,Q10392039,P206
Q956,Q1046848,P361
Q956,Q2565847,P2184
Q956,Q6482278,P1465
Q956,Q48,P30
Q956,Q515,P31
Q956,Q1368232,P210
Q956,Q31059029,P1791
Q956,Q6985,P421
Q956,Q17579219,P1365
Q956,Q5460604,P5008
Q956,Q11736,P47
Q956,Q18057881,P1464
Q956,Q148,P131
Q956,Q13426199,P17
Q956,Q11379090,P1151
Q956,Q6548000,P1740
Q956,Q17279086,P1313
Q956,Q22828410,P2959
Q1530127,Q148,P17
Q1530127,Q839328,P31
U620,Q13766626,related
U620,Q578328,related
U620,Q147138,related
U620,Q1305924,related
U620,Q121702,related
U620,Q956,related
U620,Q1530127,related
U620,Q22828410,related
Q396618,Q4167410,P31
Q83973,Q394681,P131
Q83973,Q53060,P31
Q83973,Q1370468,P793
Q83973,Q148,P17
Q83973,Q1188574,P1435
U621,Q396618,related
U621,Q83973,related
Q6374233,Q4167410,P31
Q170521,Q61089,P190
Q170521,Q6985,P421
Q170521,Q14126018,P150
Q170521,Q7321335,P910
Q170521,Q11073138,P36
Q170521,Q32651455,P1792
Q170521,Q739890,P131
Q170521,Q27907706,P1376
Q170521,Q23035021,P1464
Q170521,Q1070990,P31
Q170521,Q148,P17
U622,Q6374233,related
U622,Q170521,related
Q991171,Q848127,P131
Q991171,Q10925732,P36
Q991171,Q9650074,P910
Q991171,Q6985,P421
Q991171,Q14138831,P150
Q991171,Q148,P17
Q991171,Q1070990,P31
U623,Q991171,related
Q857618,Q739890,P131
Q857618,Q30961149,P910
Q857618,Q6985,P421
Q857618,Q30326218,P150
Q857618,Q1289426,P31
Q857618,Q602358,P1343
Q857618,Q148,P17
Q857618,Q12832321,P36
U625,Q857618,related
Q14126018,Q170521,P131
Q14126018,Q6985,P421
Q14126018,Q14126025,P150
Q14126018,Q148,P17
Q14126018,Q1500350,P31
U626,Q14126018,related
Q423419,Q6985,P421
Q423419,Q14125394,P150
Q423419,Q861035,P131
Q423419,Q148,P17
Q423419,Q14125184,P36
Q423419,Q1289426,P31
Q423419,Q30961163,P910
U627,Q423419,related
Q894256,Q874291,P131
Q894256,Q9569213,P910
Q894256,Q6985,P421
Q894256,Q10894480,P150
Q894256,Q148,P17
Q894256,Q14100537,P36
Q894256,Q1070990,P31
U628,Q894256,related
Q19093,Q13406463,P31
Q19093,Q21219823,P1754
Q19093,Q6256,P360
Q30,Q48525,P208
Q30,Q4917,P38
Q30,Q22686,P6
Q30,Q130018,P610
Q30,Q7977902,P1791
Q30,Q270871,P1546
Q30,Q44696,P85
Q30,Q3174312,P1552
Q30,Q272160,P2633
Q30,Q24288456,P2853
Q30,Q1410960,P910
Q30,Q7976,P37
Q30,Q602358,P1343
Q30,Q8171085,P1424
Q30,Q27,P530
Q30,Q127912,P457
Q30,Q3551781,P150
Q30,Q49,P361
Q30,Q131110,P2184
Q30,Q171663,P237
Q30,Q34266,P47
Q30,Q6334989,P1465
Q30,Q11268,P194
Q30,Q5365167,P1151
Q30,Q11201,P209
Q30,Q799720,P1589
Q30,Q43702,P31
Q30,Q493620,P92
Q30,Q2913791,P832
Q30,Q1345,P36
Q30,Q11696,P1906
Q30,Q127216,P2238
Q30,Q3446496,P421
Q30,Q538,P30
Q30,Q3919762,P1792
Q30,Q81931,P1365
Q30,Q14565199,P5658
Q30,Q40949,P1344
Q30,Q54439832,P5008
Q30,Q22686,P35
Q30,Q7463286,P1464
Q30,Q6839466,P1740
Q30,Q512187,P122
Q30,Q42537,P163
Q30,Q828,P138
Q30,Q30,P17
Q30,Q11696,P1313
Q30,Q14565199,P1622
Q30,Q29045456,P2959
Q30,Q533806,P2852
Q30,Q1860,P2936
Q30,Q7112786,P5125
Q30,Q171663,P418
Q30,Q216625,P78
Q30,Q7809,P463
Q30,Q49297,P172
Q48229,Q905,P50
Q48229,Q1508259,P110
Q48229,Q87115,P123
Q48229,Q8261,P136
Q48229,Q40,P495
Q48229,Q188,P407
Q48229,Q20225034,P31
Q3930949,Q30,P17
Q3930949,Q100,P159
Q3930949,Q163740,P31
U630,Q19093,related
U630,Q30,related
U630,Q48229,related
U630,Q3930949,related
U630,Q11608888,related
Q423,Q4375957,P208
Q423,Q106720,P38
Q423,Q494800,P6
Q423,Q107635,P610
Q423,Q231910,P85
Q423,Q7087797,P1792
Q423,Q1423763,P2633
Q423,Q1123613,P2853
Q423,Q7059785,P910
Q423,Q107158,P237
Q423,Q230,P530
Q423,Q27231,P361
Q423,Q18784,P37
Q423,Q15180,P47
Q423,Q884,P1336
Q423,Q714698,P194
Q423,Q27092,P1589
Q423,Q3624078,P31
Q423,Q7041,P421
Q423,Q48,P30
Q423,Q13196750,P5658
Q423,Q10665,P35
Q423,Q8071983,P1464
Q423,Q181800,P122
Q423,Q483134,P706
Q423,Q103064,P163
Q423,Q7482554,P1465
Q423,Q423,P17
Q423,Q13219078,P1151
Q423,Q7240364,P1313
Q423,Q14565199,P1622
Q423,Q22828809,P2959
Q423,Q18808,P36
Q423,Q7112390,P5125
Q423,Q47185282,P1552
Q423,Q42172,P78
Q423,Q109386,P150
Q423,Q7886981,P463
U631,Q423,related
Q1715478,Q4167410,P31
Q726584,Q328716,P641
Q726584,Q2554003,P155
Q726584,Q43,P17
Q726584,Q169814,P3764
Q726584,Q766663,P31
Q19754674,Q4167410,P31
Q2554003,Q328716,P641
Q2554003,Q2324964,P155
Q2554003,Q726584,P156
Q2554003,Q43,P17
Q2554003,Q443800,P3764
Q2554003,Q766663,P31
Q43,Q12812333,P208
Q43,Q217035,P2633
Q43,Q172872,P38
Q43,Q39259,P6
Q43,Q72303,P610
Q43,Q344452,P85
Q43,Q25743529,P2852
Q43,Q9077925,P1792
Q43,Q1378312,P2853
Q43,Q1411579,P910
Q43,Q199855,P237
Q43,Q4173137,P1343
Q43,Q17,P530
Q43,Q281206,P150
Q43,Q190876,P2184
Q43,Q256,P37
Q43,Q147909,P47
Q43,Q7335864,P1465
Q43,Q274918,P194
Q43,Q46,P30
Q43,Q166,P1589
Q43,Q1323642,P31
Q43,Q3640,P36
Q43,Q1922067,P1906
Q43,Q7978516,P1791
Q43,Q6760,P421
Q43,Q47185145,P1552
Q43,Q12560,P1365
Q43,Q14565199,P5658
Q43,Q5460604,P5008
Q43,Q151735,P35
Q43,Q7463360,P1464
Q43,Q7270,P122
Q43,Q46,P706
Q43,Q81952,P163
Q43,Q43,P17
Q43,Q13365978,P1151
Q43,Q6839556,P1740
Q43,Q1922067,P1313
Q43,Q14565199,P1622
Q43,Q27131980,P2959
Q43,Q7112494,P5125
Q43,Q41104,P78
Q43,Q5611262,P463
Q43,Q12223,P172
Q2324964,Q43,P17
Q2324964,Q328716,P641
Q2324964,Q506322,P3764
Q2324964,Q2554003,P156
Q2324964,Q766663,P31
Q7395882,Q30813840,P3876
Q7395882,Q8696096,P4195
Q7395882,Q406,P131
Q7395882,Q2091008,P5460
Q7395882,Q43,P17
Q7395882,Q15936437,P31
Q7395882,Q16773791,P910
U632,Q1715478,related
U632,Q726584,related
U632,Q19754674,related
U632,Q2554003,related
U632,Q43,related
U632,Q2324964,related
U632,Q20571352,related
U632,Q7395882,related
Q1202146,Q9559426,P910
U635,Q11556580,related
U635,Q1202146,related
Q626814,Q8684,P131
Q626814,Q623906,P355
Q626814,Q884,P17
Q626814,Q884,P1001
Q626814,Q7188,P31
Q626814,Q8496596,P910
Q2991162,Q795228,P355
Q2991162,Q408,P17
Q2991162,Q3114,P159
Q2991162,Q408,P1001
Q2991162,Q1006644,P31
Q2991162,Q8496130,P910
Q1450662,Q912192,P276
Q1450662,Q684321,P2354
Q1450662,Q7467139,P910
Q1450662,Q90,P159
Q1450662,Q142,P361
Q1450662,Q1587677,P488
Q1450662,Q2808698,P355
Q1450662,Q142,P17
Q1450662,Q142,P1001
Q1450662,Q35798,P31
Q930729,Q18176361,P527
Q930729,Q640506,P279
Q930729,Q1754,P131
Q930729,Q776570,P355
Q930729,Q34,P17
Q930729,Q34,P1001
Q930729,Q7188,P31
Q930729,Q8496610,P910
Q873675,Q56650770,P1269
Q873675,Q1861,P131
Q873675,Q17062405,P355
Q873675,Q869,P17
Q873675,Q869,P1001
Q873675,Q7188,P31
Q873675,Q7146364,P910
Q7188,Q35535,P527
Q7188,Q5460604,P5008
Q7188,Q54070,P910
Q7188,Q2657718,P1343
Q7188,Q2285706,P2388
Q7188,Q25113003,P5125
Q7188,Q25107,P1557
Q7188,Q35798,P279
Q7188,Q35798,P361
Q7188,Q355,P1963
Q7188,Q22302160,P31
Q3112110,Q822,P17
Q3112110,Q5015526,P31
Q6063,Q169101,P159
Q6063,Q145,P1001
Q6063,Q112014,P527
Q6063,Q6994284,P910
Q6063,Q358834,P355
Q6063,Q145,P17
Q6063,Q7188,P31
U638,Q626814,related
U638,Q2991162,related
U638,Q1450662,related
U638,Q930729,related
U638,Q873675,related
U638,Q7188,related
U638,Q3112110,related
U638,Q6063,related
Q1323296,Q513976,P112
Q1323296,Q9700327,P910
Q1323296,Q16959,P159
Q1323296,Q19851911,P31
U639,Q1323296,related
Q831145,Q4167410,P31
Q936190,Q4122271,P2388
Q936190,Q7188,P31
Q936190,Q18111,P488
Q936190,Q148,P17
Q936190,Q18111,P6
Q936190,Q148,P1001
Q936190,Q8938931,P910
U640,Q831145,related
U640,Q936190,related
Q626632,Q35535,P279
U641,Q17017373,related
U641,Q626632,related
Q59261,Q148,P17
Q59261,Q4122271,P2388
Q59261,Q10872004,P2670
Q59261,Q10875005,P155
Q59261,Q197889,P159
Q59261,Q8813742,P910
Q59261,Q35798,P31
Q59261,Q18111,P488
Q59261,Q1509446,P355
Q59261,Q148,P1001
Q3687335,Q4358176,P279
Q3687335,Q178706,P31
Q3687335,Q9625125,P910
U642,Q59261,related
U642,Q3687335,related
Q936190,Q4122271,P2388
Q936190,Q7188,P31
Q936190,Q18111,P488
Q936190,Q148,P17
Q936190,Q18111,P6
Q936190,Q148,P1001
Q936190,Q8938931,P910
U643,Q10883558,related
U643,Q936190,related
Q5154315,Q836,P17
Q5154315,Q3034885,P112
Q5154315,Q7278,P31
Q965481,Q211930,P1142
Q965481,Q1787940,P807
Q965481,Q16054311,P488
Q965481,Q34,P17
Q965481,Q25287,P159
Q965481,Q233591,P31
Q1787805,Q35,P17
Q1787805,Q233591,P31
Q3739119,Q1129409,P1387
Q3739119,Q6186,P1142
Q3739119,Q12747811,P488
Q3739119,Q403,P17
Q3739119,Q3711,P159
Q3739119,Q233591,P31
Q1789010,Q211930,P1142
Q1789010,Q239,P159
Q1789010,Q233591,P31
Q233591,Q6186,P1142
Q233591,Q7031679,P910
Q233591,Q7278,P279
Q5154557,Q28070754,P527
Q5154557,Q1129409,P1387
Q5154557,Q223200,P1142
Q5154557,Q946023,P112
Q5154557,Q16215381,P361
Q5154557,Q946023,P488
Q5154557,Q1428001,P155
Q5154557,Q946023,P3975
Q5154557,Q38,P17
Q5154557,Q7278,P31
Q2883859,Q211930,P1142
Q2883859,Q537850,P155
Q2883859,Q240,P159
Q2883859,Q233591,P31
Q18150101,Q1129409,P1387
Q18150101,Q8986667,P910
Q18150101,Q233591,P31
U644,Q5154315,related
U644,Q965481,related
U644,Q1787805,related
U644,Q3739119,related
U644,Q1789010,related
U644,Q233591,related
U644,Q5154557,related
U644,Q2883859,related
U644,Q18150101,related
Q52938856,Q31084128,P910
U647,Q52938856,related
Q8473,Q17149090,P279
Q8473,Q5460604,P5008
Q8473,Q5850187,P910
Q8473,Q772547,P460
U648,Q8473,related
Q906722,Q148,P17
U649,Q906722,related
Q18111,Q42327067,P39
Q18111,Q17281072,P512
Q18111,Q6836589,P3373
Q18111,Q686223,P734
Q18111,Q17427,P102
Q18111,Q6837118,P22
Q18111,Q1226499,P19
Q18111,Q16952,P69
Q18111,Q22828776,P2959
Q18111,Q197180,P1366
Q18111,Q10871995,P5054
Q18111,Q6836696,P26
Q18111,Q197889,P551
Q18111,Q1860,P1412
Q18111,Q1820710,P166
Q18111,Q6581097,P21
Q18111,Q15939684,P910
Q18111,Q2285706,P106
Q18111,Q148,P27
Q18111,Q17014910,P463
Q18111,Q42740,P172
Q18111,Q5,P31
U652,Q22828776,related
U652,Q18111,related
Q15031,Q10891456,P39
Q15031,Q1441290,P3373
Q15031,Q17244465,P1340
Q15031,Q7066,P140
Q15031,Q18745564,P512
Q15031,Q956,P19
Q15031,Q54878963,P1344
Q15031,Q1082940,P797
Q15031,Q956,P551
Q15031,Q9192,P1412
Q15031,Q15279719,P166
Q15031,Q6581097,P21
Q15031,Q18147141,P910
Q15031,Q6501749,P106
Q15031,Q1922956,P1884
Q15031,Q148,P27
Q15031,Q30949480,P800
Q15031,Q10879730,P734
Q15031,Q17427,P102
Q15031,Q8044049,P40
Q15031,Q301282,P22
Q15031,Q4881097,P69
Q15031,Q22828780,P2959
Q15031,Q17499761,P25
Q15031,Q127137,P66
Q15031,Q30941000,P26
Q15031,Q42740,P172
Q15031,Q17500933,P1455
Q15031,Q17290934,P1343
Q15031,Q23766527,P793
Q15031,Q1076970,P463
Q15031,Q5,P31
Q18147141,Q15031,P301
Q18147141,Q4167836,P31
Q1830038,Q17088752,P859
Q1830038,Q7184075,P166
Q1830038,Q61,P159
Q1830038,Q732952,P112
Q1830038,Q30,P17
Q1830038,Q1127717,P101
Q1830038,Q163740,P31
U653,Q15031,related
U653,Q18147141,related
U653,Q1830038,related
Q18113,Q10891456,P39
Q18113,Q16955,P108
Q18113,Q38888847,P26
Q18113,Q6581097,P21
Q18113,Q804943,P734
Q18113,Q17427,P102
Q18113,Q18657236,P910
Q18113,Q82955,P106
Q18113,Q148,P27
Q18113,Q170322,P19
Q18113,Q2496116,P69
Q18113,Q42740,P172
Q18113,Q5,P31
U654,Q18113,related
Q15029,Q51140252,P39
Q15029,Q6581097,P21
Q15029,Q4121018,P40
Q15029,Q57931,P19
Q15029,Q197889,P551
Q15029,Q7850,P1412
Q15029,Q2379783,P166
Q15029,Q28745546,P910
Q15029,Q81096,P106
Q15029,Q148,P27
Q15029,Q17311605,P1343
Q15029,Q1132594,P734
Q15029,Q17427,P102
Q15029,Q22828775,P2959
Q15029,Q1198207,P66
Q15029,Q487095,P26
Q15029,Q42740,P172
Q15029,Q5,P31
Q15029,Q16955,P69
U655,Q15029,related
Q551462,Q10891456,P39
Q551462,Q82955,P106
Q551462,Q148,P27
Q551462,Q1198765,P19
Q551462,Q649895,P69
Q551462,Q6581097,P21
Q551462,Q804988,P734
Q551462,Q42740,P172
Q551462,Q17427,P102
Q551462,Q5,P31
U656,Q551462,related
Q45382,Q83267,P279
Q45382,Q6931409,P910
Q45382,Q602358,P1343
U658,Q45382,related
U659,Q11352435,related
Q1193517,Q1393724,P31
U662,Q1193517,related
Q56280303,Q4167410,P31
U666,Q56280303,related
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
U667,Q234801,related
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
U669,Q244296,related
U669,Q42857,related
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
U675,Q428,related
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
