from_id,to_id,relationship
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
U679,Q24898411,related
U679,Q105173,related
U679,Q11368710,related
U679,Q12174405,related
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
U680,Q45577103,related
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
Q234915,Q176770,P361
Q234915,Q8504025,P910
Q234915,Q54439832,P5008
Q234915,Q1644573,P31
U682,Q234915,related
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
Q234915,Q176770,P361
Q234915,Q8504025,P910
Q234915,Q54439832,P5008
Q234915,Q1644573,P31
Q2632248,Q185166,P460
Q2632248,Q1234713,P279
Q2632248,Q177826,P361
Q2632248,Q6581097,P21
Q2632248,Q432,P140
Q2632248,Q28640,P31
U683,Q2632248,related
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
Q234915,Q176770,P361
Q234915,Q8504025,P910
Q234915,Q54439832,P5008
Q234915,Q1644573,P31
Q2632248,Q185166,P460
Q2632248,Q1234713,P279
Q2632248,Q177826,P361
Q2632248,Q6581097,P21
Q2632248,Q432,P140
Q2632248,Q28640,P31
Q125482,Q432,P140
Q125482,Q15995642,P279
Q125482,Q177826,P361
Q125482,Q7213722,P910
Q125482,Q3320743,P31
Q125482,Q678259,P1343
U684,Q125482,related
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
Q234915,Q176770,P361
Q234915,Q8504025,P910
Q234915,Q54439832,P5008
Q234915,Q1644573,P31
Q2632248,Q185166,P460
Q2632248,Q1234713,P279
Q2632248,Q177826,P361
Q2632248,Q6581097,P21
Q2632248,Q432,P140
Q2632248,Q28640,P31
Q125482,Q432,P140
Q125482,Q15995642,P279
Q125482,Q177826,P361
Q125482,Q7213722,P910
Q125482,Q3320743,P31
Q125482,Q678259,P1343
Q178915,Q38907749,P279
Q178915,Q176770,P361
Q178915,Q8810611,P910
Q178915,Q13202840,P2959
U685,Q178915,related
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
Q234915,Q176770,P361
Q234915,Q8504025,P910
Q234915,Q54439832,P5008
Q234915,Q1644573,P31
Q2632248,Q185166,P460
Q2632248,Q1234713,P279
Q2632248,Q177826,P361
Q2632248,Q6581097,P21
Q2632248,Q432,P140
Q2632248,Q28640,P31
Q125482,Q432,P140
Q125482,Q15995642,P279
Q125482,Q177826,P361
Q125482,Q7213722,P910
Q125482,Q3320743,P31
Q125482,Q678259,P1343
Q178915,Q38907749,P279
Q178915,Q176770,P361
Q178915,Q8810611,P910
Q178915,Q13202840,P2959
Q185802,Q8443032,P910
Q185802,Q2270606,P31
U687,Q185802,related
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
Q234915,Q176770,P361
Q234915,Q8504025,P910
Q234915,Q54439832,P5008
Q234915,Q1644573,P31
Q2632248,Q185166,P460
Q2632248,Q1234713,P279
Q2632248,Q177826,P361
Q2632248,Q6581097,P21
Q2632248,Q432,P140
Q2632248,Q28640,P31
Q125482,Q432,P140
Q125482,Q15995642,P279
Q125482,Q177826,P361
Q125482,Q7213722,P910
Q125482,Q3320743,P31
Q125482,Q678259,P1343
Q178915,Q38907749,P279
Q178915,Q176770,P361
Q178915,Q8810611,P910
Q178915,Q13202840,P2959
Q185802,Q8443032,P910
Q185802,Q2270606,P31
Q185802,Q8443032,P910
Q185802,Q2270606,P31
U688,Q185802,related
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
Q234915,Q176770,P361
Q234915,Q8504025,P910
Q234915,Q54439832,P5008
Q234915,Q1644573,P31
Q2632248,Q185166,P460
Q2632248,Q1234713,P279
Q2632248,Q177826,P361
Q2632248,Q6581097,P21
Q2632248,Q432,P140
Q2632248,Q28640,P31
Q125482,Q432,P140
Q125482,Q15995642,P279
Q125482,Q177826,P361
Q125482,Q7213722,P910
Q125482,Q3320743,P31
Q125482,Q678259,P1343
Q178915,Q38907749,P279
Q178915,Q176770,P361
Q178915,Q8810611,P910
Q178915,Q13202840,P2959
Q185802,Q8443032,P910
Q185802,Q2270606,P31
Q185802,Q8443032,P910
Q185802,Q2270606,P31
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
Q234915,Q176770,P361
Q234915,Q8504025,P910
Q234915,Q54439832,P5008
Q234915,Q1644573,P31
Q2632248,Q185166,P460
Q2632248,Q1234713,P279
Q2632248,Q177826,P361
Q2632248,Q6581097,P21
Q2632248,Q432,P140
Q2632248,Q28640,P31
Q125482,Q432,P140
Q125482,Q15995642,P279
Q125482,Q177826,P361
Q125482,Q7213722,P910
Q125482,Q3320743,P31
Q125482,Q678259,P1343
Q178915,Q38907749,P279
Q178915,Q176770,P361
Q178915,Q8810611,P910
Q178915,Q13202840,P2959
Q185802,Q8443032,P910
Q185802,Q2270606,P31
Q185802,Q8443032,P910
Q185802,Q2270606,P31
Q131572,Q706601,P279
Q131572,Q564811,P1889
Q131572,Q6461072,P910
Q131572,Q2657718,P1343
U691,Q131572,related
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
Q234915,Q176770,P361
Q234915,Q8504025,P910
Q234915,Q54439832,P5008
Q234915,Q1644573,P31
Q2632248,Q185166,P460
Q2632248,Q1234713,P279
Q2632248,Q177826,P361
Q2632248,Q6581097,P21
Q2632248,Q432,P140
Q2632248,Q28640,P31
Q125482,Q432,P140
Q125482,Q15995642,P279
Q125482,Q177826,P361
Q125482,Q7213722,P910
Q125482,Q3320743,P31
Q125482,Q678259,P1343
Q178915,Q38907749,P279
Q178915,Q176770,P361
Q178915,Q8810611,P910
Q178915,Q13202840,P2959
Q185802,Q8443032,P910
Q185802,Q2270606,P31
Q185802,Q8443032,P910
Q185802,Q2270606,P31
Q131572,Q706601,P279
Q131572,Q564811,P1889
Q131572,Q6461072,P910
Q131572,Q2657718,P1343
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
Q234915,Q176770,P361
Q234915,Q8504025,P910
Q234915,Q54439832,P5008
Q234915,Q1644573,P31
Q2632248,Q185166,P460
Q2632248,Q1234713,P279
Q2632248,Q177826,P361
Q2632248,Q6581097,P21
Q2632248,Q432,P140
Q2632248,Q28640,P31
Q125482,Q432,P140
Q125482,Q15995642,P279
Q125482,Q177826,P361
Q125482,Q7213722,P910
Q125482,Q3320743,P31
Q125482,Q678259,P1343
Q178915,Q38907749,P279
Q178915,Q176770,P361
Q178915,Q8810611,P910
Q178915,Q13202840,P2959
Q185802,Q8443032,P910
Q185802,Q2270606,P31
Q185802,Q8443032,P910
Q185802,Q2270606,P31
Q131572,Q706601,P279
Q131572,Q564811,P1889
Q131572,Q6461072,P910
Q131572,Q2657718,P1343
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
Q234915,Q176770,P361
Q234915,Q8504025,P910
Q234915,Q54439832,P5008
Q234915,Q1644573,P31
Q2632248,Q185166,P460
Q2632248,Q1234713,P279
Q2632248,Q177826,P361
Q2632248,Q6581097,P21
Q2632248,Q432,P140
Q2632248,Q28640,P31
Q125482,Q432,P140
Q125482,Q15995642,P279
Q125482,Q177826,P361
Q125482,Q7213722,P910
Q125482,Q3320743,P31
Q125482,Q678259,P1343
Q178915,Q38907749,P279
Q178915,Q176770,P361
Q178915,Q8810611,P910
Q178915,Q13202840,P2959
Q185802,Q8443032,P910
Q185802,Q2270606,P31
Q185802,Q8443032,P910
Q185802,Q2270606,P31
Q131572,Q706601,P279
Q131572,Q564811,P1889
Q131572,Q6461072,P910
Q131572,Q2657718,P1343
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
Q234915,Q176770,P361
Q234915,Q8504025,P910
Q234915,Q54439832,P5008
Q234915,Q1644573,P31
Q2632248,Q185166,P460
Q2632248,Q1234713,P279
Q2632248,Q177826,P361
Q2632248,Q6581097,P21
Q2632248,Q432,P140
Q2632248,Q28640,P31
Q125482,Q432,P140
Q125482,Q15995642,P279
Q125482,Q177826,P361
Q125482,Q7213722,P910
Q125482,Q3320743,P31
Q125482,Q678259,P1343
Q178915,Q38907749,P279
Q178915,Q176770,P361
Q178915,Q8810611,P910
Q178915,Q13202840,P2959
Q185802,Q8443032,P910
Q185802,Q2270606,P31
Q185802,Q8443032,P910
Q185802,Q2270606,P31
Q131572,Q706601,P279
Q131572,Q564811,P1889
Q131572,Q6461072,P910
Q131572,Q2657718,P1343
Q42740,Q1074275,P140
Q42740,Q22828728,P2959
Q42740,Q7850,P103
Q42740,Q7487056,P910
Q42740,Q41710,P31
U696,Q42740,related
Q56280303,Q4167410,P31
Q234801,Q2041543,P1343
Q234801,Q8235794,P910
Q234801,Q19804116,P2959
Q234801,Q8171,P31
Q244296,Q846544,P136
Q244296,Q2287450,P344
Q244296,Q145,P495
Q244296,Q60,P840
Q244296,Q21062414,P2061
Q244296,Q465754,P86
Q244296,Q32045,P161
Q244296,Q259687,P58
Q244296,Q3141,P915
Q244296,Q1860,P364
Q244296,Q45172088,P1552
Q244296,Q23830578,P2747
Q244296,Q7482626,P162
Q244296,Q1005887,P750
Q244296,Q369786,P272
Q244296,Q20644796,P1981
Q244296,Q22006653,P462
Q244296,Q465754,P175
Q244296,Q259687,P57
Q244296,Q11424,P31
Q42857,Q17573152,P279
Q42857,Q5824768,P910
Q42857,Q12737077,P31
Q428,Q234262,P527
Q428,Q7215263,P910
Q428,Q7495977,P460
Q428,Q1654327,P407
Q428,Q20961706,P1343
Q428,Q9458,P50
Q428,Q11234142,P1151
Q428,Q9174,P136
Q428,Q43628041,P747
Q428,Q571,P31
Q105173,Q3307521,P2860
Q105173,Q7218056,P910
Q105173,Q1982248,P407
Q105173,Q12160552,P31
Q11368710,Q4167410,P31
Q12174405,Q53785303,P5277
Q12174405,Q93278,P5280
Q12174405,Q53764782,P31
Q45577103,Q9683,P27
Q45577103,Q5,P31
Q234915,Q176770,P361
Q234915,Q8504025,P910
Q234915,Q54439832,P5008
Q234915,Q1644573,P31
Q2632248,Q185166,P460
Q2632248,Q1234713,P279
Q2632248,Q177826,P361
Q2632248,Q6581097,P21
Q2632248,Q432,P140
Q2632248,Q28640,P31
Q125482,Q432,P140
Q125482,Q15995642,P279
Q125482,Q177826,P361
Q125482,Q7213722,P910
Q125482,Q3320743,P31
