ori_id,name,descriptions,aliases,name_zh,descriptions_zh,aliases_zh,:LABEL
Q8348353,Kuo Wen-cheng,None,None,郭玟成,None,None,Democratic_Progressive_Party
Q8348889,徐景文 (台灣),None,None,徐景文 (台灣),None,None,Democratic_Progressive_Party
Q8349564,Kang Ning-hsiang,None,None,康寧祥,None,None,Democratic_Progressive_Party
Q8347225,陳宗義,None,None,陳宗義,None,None,Democratic_Progressive_Party
Q8348051,Chen Tsang-Chiang,Taiwanese politician,Chen Cangjiang,陳滄江,台湾政治人物,陈沧江,Democratic_Progressive_Party
Q8348102,陳義信,baseball player,None,陳義信,None,None,Democratic_Progressive_Party
Q24292180,Tien Chih-hsuan,Taiwanese politician,None,田智宣,Taiwanese politician,None,Democratic_Progressive_Party
Q8349262,Huang Huang-hsiung,Taiwanese politician,Huang Huangxiong,黃煌雄,台湾政治人物,黄煌雄,Democratic_Progressive_Party
Q8349657,Liu Wen-hsiung,Taiwanese politician; member of the Democratic Progressive Party,None,劉文雄 (臺中市),None,None,Democratic_Progressive_Party
Q8349734,Lee Chin-yung,Taiwan politician,Li Jinyong,李進勇,台湾政治人物,李进勇,Democratic_Progressive_Party
Q8350306,Tien Chiu-chin,politician,None,田秋堇,None,None,Democratic_Progressive_Party
Q8351469,何金松,None,None,何金松,None,None,Democratic_Progressive_Party
Q700825,Chang Wen-ing,Mayor of Taichung,None,張溫鷹,None,None,Democratic_Progressive_Party
Q22368,Chen Shui-bian,Taiwanese politician,Chen Shuibian,陳水扁,台灣政治人物,陈水扁,Democratic_Progressive_Party
Q8350686,Yang Yao,politician,None,楊曜,None,None,Democratic_Progressive_Party
Q8351421,Fan Chen-tsung,Taiwanese politician,None,范振宗,None,None,Democratic_Progressive_Party
Q8351531,Lin Tsung-nan,None,None,林宗男 (政治人物),None,None,Democratic_Progressive_Party
Q8351774,Chien-Fa Yen,None,None,顏建發,None,None,Democratic_Progressive_Party
Q8347259,陳昭南,None,None,陳昭南,None,None,Democratic_Progressive_Party
Q8347429,Chang Chuan-tien,Taiwanese politician,None,張川田,None,None,Democratic_Progressive_Party
Q8347549,曹來旺,None,None,曹來旺,None,None,Democratic_Progressive_Party
Q8347595,蔡介雄,None,None,蔡介雄,None,None,Democratic_Progressive_Party
Q8347798,陳世凱,politician,None,陳世凱,None,None,Democratic_Progressive_Party
Q8348414,Gao Jiayu,Taiwanese politician,None,高嘉瑜,台湾政治人物,None,Democratic_Progressive_Party
Q10097841,Template:Democratic Progressive Party,None,None,Template:民主进步党,None,None,Democratic_Progressive_Party
Q28132579,Ho Pei-shan,politician,None,None,None,None,Democratic_Progressive_Party
Q4846081,Su Huan-chih,Magistrate of Tainan County,None,蘇煥智,None,None,Democratic_Progressive_Party
Q8357111,Jhy-wey Hsieh,politician,Jhy-wey Shieh,謝志偉 (台灣),None,None,Democratic_Progressive_Party
Q8272388,Fei Hsi-ping,None,None,費希平,None,None,Democratic_Progressive_Party
Q8348259,Fan Lai-chin,None,None,方來進,None,None,Democratic_Progressive_Party
Q8348788,Ho Hsin-chun,Taiwanese politician,None,何欣純,None,None,Democratic_Progressive_Party
Q8349326,Chien Yu-yien,Taiwanese politician,None,簡余晏,None,None,Democratic_Progressive_Party
Q8349956,Lu Po-chi,None,None,盧博基,None,None,Democratic_Progressive_Party
Q8349983,Lie Kuen-cheng,None,None,賴坤成,None,None,Democratic_Progressive_Party
Q8350560,Alice Wang,politician,None,王雪峰 (台灣),None,None,Democratic_Progressive_Party
Q8351737,楊智淵,None,None,楊智淵,None,None,Democratic_Progressive_Party
Q8351790,Ruan Jhao-syong,politician,None,阮昭雄,None,None,Democratic_Progressive_Party
Q7967625,Wang Shu-hui,Taiwanese politician,None,王淑慧,None,None,Democratic_Progressive_Party
Q8347665,趙天麟,Taiwanese politician,None,趙天麟,None,None,Democratic_Progressive_Party
Q8348532,許水彬,None,None,許水彬,None,None,Democratic_Progressive_Party
Q8349613,Lo Chih-cheng,politician,None,羅致政,None,None,Democratic_Progressive_Party
Q8349628,李婉鈺,politician,None,李婉鈺,None,李婉鈺,Democratic_Progressive_Party
Q8349630,李文英,None,None,李文英,None,None,Democratic_Progressive_Party
Q9045063,Tsao Chi-hung,Taiwanese politician,None,曹啟鴻,None,None,Democratic_Progressive_Party
Q8969972,Ho Mei-yueh,Taiwan politician,None,何美玥,None,None,Democratic_Progressive_Party
Q7967628,Wang Sing-nan,Taiwanese politician,None,王幸男,None,None,Democratic_Progressive_Party
Q8350626,Yu Tian,Taiwanese singer and politician,Yu Tien,余天,None,None,Democratic_Progressive_Party
Q8351069,許應深,None,None,許應深,None,None,Democratic_Progressive_Party
Q8351408,陳列,None,None,陳列,None,None,Democratic_Progressive_Party
Q8351663,Yeh Yao-peng,None,None,葉耀鵬,None,None,Democratic_Progressive_Party
Q8357076,Kuo June-tsung,politician,None,郭榮宗,None,None,Democratic_Progressive_Party
Q8347212,陳宗仁,None,None,陳宗仁,None,None,Democratic_Progressive_Party
Q8347506,Helen Chang,Taiwanese politician,Zhang Huaguan,張花冠,台湾政治人物,张花冠,Democratic_Progressive_Party
