ori_id,name,descriptions,aliases,name_zh,descriptions_zh,aliases_zh,:LABEL
Q704032,Lam Tai-fai,Hong Kong politician,Tai-Fai Lam,林大輝,None,None,Politician
Q378202,Geng Huichang,Chinese politician,None,耿惠昌,None,None,Politician
Q380602,Walter Kwok,Hong Kong businessman,Kwok Ping-sheung,郭炳湘,None,郭基俊,Politician
Q372525,Lai Tung-kwok,politician from Hong Kong,None,黎棟國,香港政治人物,None,Politician
Q376010,Wu Xinxiong,Chinese politician,None,吴新雄,None,吳新雄,Politician
Q376439,Han Changfu,Chinese politician,None,韩长赋,None,韓長賦,Politician
Q443618,Qi Benyu,Chinese propagandist,None,戚本禹,None,None,Politician
Q6768499,Mao Zhiyong,None,None,毛致用,None,None,Politician
Q6502994,Law Chi-kwong,Hong Kong politician,None,羅致光,香港政治人物,None,Politician
Q8272159,Chen Mingren,Chinese general,None,陳明仁,中国将领,陈明仁,Politician
Q8340168,郭永平,Chinese politician,None,郭永平,None,None,Politician
Q8340907,Cheng Kejie,Chinese politician executed for corruption,None,成克杰,None,None,Politician
Q8291400,范钦臣,Chinese politician,None,范钦臣,None,None,Politician
Q8291534,杨晓堂,Chinese politician,None,杨晓堂,None,None,Politician
Q8292649,欧阳坚,Chinese politician,None,欧阳坚,None,None,Politician
Q8292895,Yi Xiaoguang,None,None,乙晓光,中国人民解放军中部战区司令员,None,Politician
Q8297772,孙载夫,Chinese politician,None,孙载夫,None,None,Politician
Q8297816,Liang Bin,Chinese politician,None,梁滨,None,None,Politician
Q8298441,Wang Feng,Chinese politician,None,汪锋,中共官员,None,Politician
Q8298650,Ou Mengjue,Chinese politician,None,区梦觉,None,None,Politician
Q8421813,Howard Young,Hong Kong politician,None,楊孝華,香港政治人物,None,Politician
Q3110942,Gordon Wu,Hong Kong businessman,None,胡應湘,None,胡应湘,Politician
Q1706256,Zhou Jianren,Chinese biologist,None,周建人,中国生物学家,None,Politician
Q3341849,Mok Kwai-lan,martial artist,None,莫桂蘭,None,None,Politician
Q2213506,Ma Xiaotian,soldier,None,马晓天,None,馬曉天,Politician
Q7236154,Xu Dunxin,None,None,徐敦信,None,None,Politician
Q5094236,Cheung Chi-kong,Hong Kong politician,None,張志剛,None,张志刚,Politician
Q1088184,Kang Rixin,expelled politician,None,康日新,None,None,Politician
Q28414942,陆志鹏,Chinese politician,None,陆志鹏,None,None,Politician
Q9297580,Leung Fu-wah,Hong Kong politician,None,梁富華,None,None,Politician
Q9025951,卿渐伟,Chinese politician,None,卿渐伟,None,None,Politician
Q9096695,Chung Pui-lam,Hong Kong politician,None,鍾沛林,None,None,Politician
Q8972110,黄天锡,Chinese politician,None,黄天锡,None,None,Politician
Q8995956,李秀领,Chinese politician,None,李秀领,None,None,Politician
Q9190484,朝克,Chinese politician,None,朝克,None,None,Politician
Q9371508,Sui Fengfu,Chinese politician,None,隋凤富,None,None,Politician
Q13164318,Luo Fu,Hong Kong writer,Lo Fu,羅孚,香港作家,罗孚,Politician
Q11177600,黄月芳,Chinese politician,None,黄月芳,None,None,Politician
Q15923191,Huang Wei,Chinese politician,黄玮,黄玮,None,None,Politician
Q16921285,蒋向明,Chinese politician,None,蒋向明,None,None,Politician
Q16949562,温嘉旋,Chinese politician,None,温嘉旋,None,None,Politician
Q16904634,克里木,Chinese politician,None,克里木,None,None,Politician
Q16906700,臧世凯,Chinese politician,None,臧世凯,None,None,Politician
Q10943607,姜锋,Chinese politician,None,姜锋,None,None,Politician
Q10944888,孙立坤,Chinese politician,None,孙立坤,None,None,Politician
Q11522441,李小牧,politician and journalist,None,李小牧,None,None,Politician
Q11634884,He Guoguang,Xikang province governor,Yuan Jing,賀國光,None,元靖,Politician
Q10897624,刘昌林,Chinese politician,None,刘昌林,None,None,Politician
Q10921655,和良辉,Chinese politician,None,和良辉,None,None,Politician
Q9118610,吕树江,Chinese politician,None,吕树江,None,None,Politician
Q9120276,Wu Nansheng,Chinese politician,None,吴南生,中共官员,吳南生,Politician
Q9106102,佟志武,Chinese politician,None,佟志武,None,None,Politician
